url_length,digit_count,special_char_count,has_ip,subdomain_count,has_https,suspicious_tld,domain_age_days,keyword_density,has_password_input,url_entropy,brand_misuse,path_depth,redirect_count,label
34,0,8,0,1,0,0,0,0,0,3.918,0,0,0,1
46,0,8,0,0,1,0,0,0,0,3.972,0,3,0,1
31,0,6,0,1,1,0,0,0,0,3.873,0,0,0,1
121,0,23,0,1,1,0,0,0,0,4.262,0,1,0,1
66,17,11,0,4,0,0,0,0,0,4.544,0,2,0,1
53,0,9,0,1,0,0,0,0,0,4.254,1,2,0,1
22,0,7,0,2,0,0,0,0,0,3.629,0,0,0,1
30,0,5,0,1,0,0,0,0,0,4.006,0,0,0,1
59,5,10,0,1,0,0,0,0,0,4.486,0,3,0,1
53,1,9,0,0,0,0,0,0,0,4.289,0,3,0,1
22,0,6,0,1,0,0,0,0,0,3.629,0,0,0,1
24,0,5,0,0,0,0,0,0,0,3.709,0,1,0,1
28,0,6,0,1,1,0,0,0,0,3.941,0,0,0,1
71,0,11,0,1,1,0,0,0,0,4.278,0,3,0,1
37,0,7,0,1,0,0,0,0,0,3.972,0,1,0,1
27,0,6,0,1,1,0,0,0,0,3.68,0,0,0,1
21,5,7,0,1,0,0,0,0,0,3.559,0,0,0,1
62,2,12,0,1,1,0,0,0,0,4.045,0,2,0,1
29,2,7,0,1,0,0,0,0,0,3.693,0,0,0,1
70,5,11,0,1,1,0,0,0,0,4.986,1,4,0,1
110,5,19,0,1,0,0,0,0,0,4.591,1,11,0,1
46,0,9,0,1,0,0,0,0,0,4.075,0,3,0,1
53,0,8,0,1,0,0,0,0,0,4.274,0,1,0,1
99,8,12,0,1,1,0,0,0,0,5.215,1,5,0,1
26,0,6,0,1,1,0,0,0,0,3.921,0,0,0,1
63,0,10,0,1,0,0,0,0,0,4.316,0,3,0,1
32,0,7,0,0,0,0,0,0,0,3.968,0,1,0,1
53,0,10,0,1,0,0,0,0,0,4.117,0,1,0,1
74,0,14,0,1,0,0,0,0,0,4.292,0,6,0,1
31,0,5,0,1,0,0,0,0,0,4.107,1,0,0,1
45,0,8,0,2,0,0,0,0,0,3.939,0,2,0,1
50,3,8,0,1,0,0,0,0,0,4.227,0,3,0,1
83,0,13,0,1,1,0,0,0,0,4.447,0,7,0,1
167,24,8,0,1,0,0,0,0,0,5.459,0,2,0,1
29,0,5,0,1,0,0,0,0,0,3.742,0,0,0,1
41,6,9,0,0,0,0,0,0,0,4.29,0,1,0,1
54,6,10,0,1,0,0,0,0,0,4.298,0,2,0,1
77,4,16,0,1,1,0,0,0,0,4.489,0,3,0,1
54,0,11,0,1,1,0,0,0,0,4.146,0,2,0,1
51,0,9,0,1,1,0,0,0,0,4.071,0,2,0,1
28,0,6,0,1,1,0,0,0,0,3.842,0,0,0,1
40,10,8,0,3,1,0,0,0,0,4.128,0,0,0,1
42,1,5,0,1,0,0,0,0,0,4.11,0,0,0,1
49,0,8,0,1,1,0,0,0,0,4.298,0,2,0,1
77,0,12,0,2,0,0,0,0,0,4.15,1,5,0,1
127,43,15,0,1,1,0,0,0,0,4.845,0,1,0,1
47,3,8,0,1,0,0,0,0,0,4.173,1,1,0,1
102,11,17,0,2,1,0,0,0,0,4.9,1,1,0,1
262,39,21,0,11,0,0,0,0,0,5.094,0,3,0,1
48,0,9,0,1,0,0,0,0,0,4.106,0,2,0,1
56,0,7,0,1,0,0,0,0,0,4.159,0,2,0,1
60,0,13,0,1,0,0,0,0,0,4.153,0,1,0,1
34,0,7,0,1,1,0,0,0,0,3.984,0,2,0,1
43,9,8,0,1,1,0,0,0,0,4.404,0,3,0,1
40,2,8,0,3,1,0,0,0,0,4.146,0,1,0,1
56,0,11,0,3,0,0,0,0,0,3.967,0,1,0,1
75,6,12,0,2,0,0,0,0,0,4.576,1,2,0,1
40,3,6,0,1,0,0,0,0,0,4.025,0,0,0,1
36,0,7,0,1,0,0,0,0,0,4.049,0,0,0,1
127,24,18,0,3,1,0,0,0,0,4.884,1,2,0,1
21,1,6,0,0,0,0,0,0,0,3.726,0,1,0,1
35,0,5,0,1,0,0,0,0,0,3.94,0,0,0,1
40,8,7,0,1,1,0,0,0,0,4.384,0,1,0,1
51,1,10,0,1,0,0,0,0,0,4.192,0,2,0,1
72,1,11,0,1,0,0,0,0,0,4.529,0,3,0,1
24,0,6,0,1,1,0,0,0,0,3.741,0,0,0,1
71,2,15,0,1,0,0,0,0,0,4.549,0,3,0,1
55,2,9,0,1,0,0,0,0,0,4.347,1,2,0,1
120,8,15,0,1,1,0,0,0,0,4.835,1,2,0,1
99,1,19,0,2,0,0,0,0,0,4.71,0,4,0,1
56,8,9,0,0,1,0,0,0,0,5.03,0,2,0,1
60,1,12,0,3,0,0,0,0,0,4.317,0,4,0,1
42,2,8,0,1,0,0,0,0,0,4.368,0,1,0,1
238,46,28,0,1,0,0,0,0,0,5.033,0,9,0,1
183,15,36,0,1,0,0,0,0,0,4.993,0,1,0,1
246,0,49,0,1,1,0,0,0,0,4.163,0,1,0,1
34,0,10,0,1,1,0,0,0,0,4.271,0,0,0,1
54,0,11,0,1,1,0,0,0,0,4.165,1,3,0,1
55,0,8,0,1,0,0,0,0,0,4.143,0,2,0,1
53,0,9,0,1,0,0,0,0,0,4.359,0,2,0,1
33,0,5,0,1,0,0,0,0,0,3.859,0,0,0,1
25,0,7,0,2,0,0,0,0,0,3.803,0,0,0,1
36,0,6,0,1,0,0,0,0,0,3.894,0,0,0,1
93,0,14,0,1,0,0,0,0,0,4.402,0,1,0,1
29,0,6,0,0,1,0,0,0,0,3.797,0,1,0,1
40,0,7,0,1,0,0,0,0,0,3.956,0,1,0,1
163,41,12,0,0,1,0,0,0,0,5.329,1,5,0,1
27,0,6,0,1,0,0,0,0,0,3.68,0,0,0,1
58,6,11,0,3,0,0,0,0,0,4.373,1,1,0,1
60,3,12,0,1,1,0,0,0,0,3.945,0,5,0,1
77,25,7,0,0,0,0,0,0,0,4.662,0,3,0,1
43,0,6,0,1,0,0,0,0,0,4.045,0,1,0,1
47,5,7,0,0,1,0,0,0,0,4.738,0,2,0,1
17,1,4,0,0,0,0,0,0,0,3.455,0,0,0,1
37,13,8,0,3,1,0,0,0,0,4.446,0,0,0,1
24,0,7,0,1,1,0,0,0,0,3.824,0,0,0,1
22,0,6,0,1,1,0,0,0,0,3.754,0,0,0,1
51,0,9,0,1,0,0,0,0,0,4.356,0,2,0,1
66,17,11,0,4,0,0,0,0,0,4.516,0,2,0,1
27,0,6,0,1,1,0,0,0,0,3.606,0,0,0,1
30,0,9,0,1,0,0,0,0,0,3.695,0,2,0,1
52,0,10,0,1,1,0,0,0,0,4.106,0,1,0,1
25,0,6,0,1,0,0,0,0,0,3.623,0,0,0,1
32,0,6,0,1,1,0,0,0,0,3.851,0,0,0,1
136,13,17,0,1,1,0,0,0,0,5.106,0,5,0,1
31,0,6,0,1,0,0,0,0,0,3.8,0,0,0,1
31,0,7,0,2,1,0,0,0,0,4.236,0,0,0,1
51,0,9,0,0,0,0,0,0,0,4.146,0,3,0,1
163,26,16,0,4,0,1,0,0,0,5.431,1,7,0,1
31,0,7,0,1,1,0,0,0,0,3.913,0,1,0,1
266,36,14,0,1,0,0,0,0,0,5.893,0,2,0,1
61,9,9,0,2,0,0,0,0,0,4.505,1,1,0,1
41,0,8,0,1,0,0,0,0,0,4.12,0,2,0,1
54,0,9,0,1,0,0,0,0,0,3.898,0,3,0,1
31,0,6,0,1,1,0,0,0,0,4.067,0,0,0,1
91,7,12,0,0,0,0,0,0,0,4.543,0,3,0,1
53,1,14,0,0,1,0,0,0,0,4.765,0,5,0,1
83,17,14,0,3,1,0,0,0,0,4.732,0,2,0,1
76,16,14,0,2,0,0,0,0,0,4.634,0,5,0,1
71,0,11,0,0,0,0,0,0,0,4.058,1,6,0,1
45,0,9,0,1,1,0,0,0,0,4.099,1,0,0,1
34,0,7,0,1,0,0,0,0,0,4.124,0,0,0,1
28,1,7,0,0,0,0,0,0,0,3.696,0,2,0,1
55,3,11,0,3,1,0,0,0,0,4.274,0,1,0,1
30,0,5,0,1,1,0,0,0,0,3.923,0,0,0,1
23,0,5,0,0,1,0,0,0,0,3.762,0,0,0,1
23,0,6,0,1,0,0,0,0,0,3.729,0,0,0,1
33,0,8,0,1,0,0,0,0,0,3.798,0,2,0,1
68,16,7,0,1,1,0,0,0,0,4.655,0,2,0,1
45,0,8,0,0,0,0,0,0,0,4.002,0,3,0,1
53,4,9,0,1,0,0,0,0,0,4.284,0,4,0,1
118,24,18,0,3,1,0,0,0,0,4.751,1,2,0,1
74,0,14,0,0,0,0,0,0,0,4.236,1,4,0,1
49,2,8,0,0,1,0,0,0,0,4.234,0,2,0,1
115,8,18,0,1,1,0,0,0,0,4.456,0,4,0,1
41,0,9,0,1,1,0,0,0,0,4.257,0,2,0,1
18,0,4,0,0,1,0,0,0,0,3.572,1,0,0,0
24,0,5,0,0,1,0,0,0,0,3.689,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.559,1,0,0,0
20,0,4,0,0,1,0,0,0,0,3.784,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.64,0,0,0,0
22,0,4,0,0,1,0,0,0,0,4.005,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.789,1,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.69,1,0,0,0
21,0,4,0,0,1,0,0,0,0,3.785,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.64,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.511,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.53,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.532,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.828,1,0,0,0
16,0,4,0,0,1,0,0,0,0,3.75,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.922,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
28,0,4,0,0,1,0,0,0,0,3.798,1,0,0,0
18,0,4,0,0,1,0,0,0,0,3.461,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.72,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,1,0,0,0
19,0,4,0,0,1,0,0,0,0,3.722,0,0,0,0
27,0,4,0,0,1,0,0,0,0,3.838,1,0,0,0
17,0,4,0,0,1,0,0,0,0,3.852,0,0,0,0
25,0,4,0,0,1,0,0,0,0,3.974,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.88,0,0,0,0
29,0,4,0,0,1,0,0,0,0,3.797,1,0,0,0
18,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.969,0,0,0,0
25,0,4,0,0,1,0,0,0,0,3.814,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.75,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.892,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.284,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.784,0,0,0,0
16,1,4,0,0,1,0,0,0,0,3.625,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.503,0,0,0,0
21,0,5,0,0,1,0,0,0,0,3.559,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.559,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.722,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
24,0,4,0,0,1,0,0,0,0,4.022,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.453,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.63,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.789,0,0,0,0
26,0,4,0,0,1,0,0,0,0,3.825,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.328,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.453,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.455,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.446,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.577,0,0,0,0
29,0,4,0,0,1,0,0,0,0,4.004,1,0,0,0
14,0,4,0,0,1,0,0,0,0,3.236,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.617,0,0,0,0
13,0,4,0,0,1,0,0,0,0,3.393,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.374,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.823,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.577,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.323,0,0,0,0
18,0,5,0,0,1,0,0,0,0,3.572,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.392,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.617,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.63,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.971,0,0,0,0
16,1,4,0,0,1,0,0,0,0,3.578,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.511,0,0,0,0
16,1,4,0,0,1,0,0,0,0,3.578,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
25,0,4,0,0,1,0,0,0,0,3.924,1,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.522,0,0,0,0
13,0,4,0,0,1,0,0,0,0,3.393,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.379,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.374,0,0,0,0
28,0,5,0,0,1,0,0,0,0,4.039,1,0,0,0
21,3,4,0,0,1,0,0,0,0,3.916,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.471,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.617,0,0,0,0
26,0,5,0,0,1,0,0,0,0,4.162,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.617,0,0,0,0
20,0,5,0,0,1,0,0,0,0,3.484,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.852,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
24,0,5,0,0,1,0,0,0,0,3.491,0,0,0,0
21,0,5,0,0,1,0,0,0,0,3.749,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.325,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.852,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.44,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.922,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.69,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.75,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.522,0,0,0,0
19,1,4,0,0,1,0,0,0,0,3.892,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.722,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.827,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
15,1,4,0,0,1,0,0,0,0,3.64,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.503,0,0,0,0
28,0,4,0,0,1,0,0,0,0,4.012,1,0,0,0
24,0,4,0,0,1,0,0,0,0,3.887,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.522,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.546,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,0,0,0,0
12,0,4,0,0,1,0,0,0,0,3.022,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.499,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.484,0,0,0,0
28,0,5,0,0,1,0,0,0,0,4.182,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.726,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,1,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,1,0,0,0
27,0,5,0,0,1,0,0,0,0,3.828,0,0,0,0
27,0,5,0,0,1,0,0,0,0,3.902,1,0,0,0
17,0,4,0,0,1,0,0,0,0,3.455,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.849,1,0,0,0
20,0,4,0,0,1,0,0,0,0,3.646,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.837,1,0,0,0
19,0,4,0,0,1,0,0,0,0,3.471,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.969,1,0,0,0
16,0,4,0,0,1,0,0,0,0,3.375,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.447,0,0,0,0
22,0,5,0,0,1,0,0,0,0,3.845,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.932,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.546,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
34,0,6,0,0,1,0,0,0,0,4.057,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.503,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.24,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.784,0,0,0,0
14,1,4,0,0,1,0,0,0,0,3.522,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.507,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.827,0,0,0,0
17,0,5,0,0,1,0,0,0,0,3.572,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
29,0,5,0,0,1,0,0,0,0,3.785,0,0,0,0
19,0,5,0,1,1,0,0,0,0,3.682,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.785,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.337,0,0,0,0
27,0,4,0,0,1,0,0,0,0,3.458,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
17,2,4,0,0,1,0,0,0,0,3.735,0,0,0,0
22,0,5,0,0,1,0,0,0,0,3.629,0,0,0,0
24,0,5,0,0,1,0,0,0,0,3.835,0,0,0,0
23,1,4,0,0,1,0,0,0,0,3.762,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.379,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.922,0,0,0,0
23,0,5,0,0,1,0,0,0,0,3.729,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.789,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.507,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.53,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.455,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.607,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.616,0,0,0,0
25,0,6,0,0,1,0,0,0,0,3.833,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.837,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.616,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.406,0,0,0,0
21,0,5,0,0,1,0,0,0,0,3.88,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.419,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.698,0,0,0,0
16,1,4,0,0,1,0,0,0,0,3.625,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.453,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.625,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.827,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
26,0,4,0,0,1,0,0,0,0,3.921,0,0,0,0
24,0,4,0,0,1,0,0,0,0,3.855,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.948,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.787,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.374,0,0,0,0
14,1,4,0,0,1,0,0,0,0,3.522,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.455,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.722,0,0,0,0
25,0,4,0,0,1,0,0,0,0,3.734,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.5,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.537,0,0,0,0
23,0,4,0,0,1,0,0,0,0,4.056,0,0,0,0
18,1,4,0,0,1,0,0,0,0,3.503,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.182,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.584,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
27,0,4,0,0,1,0,0,0,0,3.958,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.749,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
31,0,4,0,0,1,0,0,0,0,4.156,1,0,0,0
12,0,4,0,0,1,0,0,0,0,3.022,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.169,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.69,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.789,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.507,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.374,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.722,0,0,0,0
17,0,5,0,1,1,0,0,0,0,3.499,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.762,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.789,0,0,0,0
25,0,4,0,0,1,0,0,0,0,3.703,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.827,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.735,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
24,0,4,0,0,1,0,0,0,0,3.502,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.53,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.457,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
21,0,5,0,0,1,0,0,0,0,3.654,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.827,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.617,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.461,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.507,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.625,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.75,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.749,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.511,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.625,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.337,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
28,0,5,0,0,1,0,0,0,0,3.937,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.419,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.88,0,0,0,0
29,0,4,0,0,1,0,0,0,0,3.634,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.787,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.577,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.795,0,0,0,0
22,0,4,0,0,1,0,0,0,0,4.061,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.837,0,0,0,0
24,0,4,0,0,1,0,0,0,0,3.57,1,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
22,0,5,0,0,1,0,0,0,0,3.845,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.822,0,0,0,0
17,0,4,0,0,1,0,0,0,0,3.169,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.471,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.323,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.948,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.971,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.614,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.827,0,0,0,0
19,0,5,0,0,1,0,0,0,0,3.511,0,0,0,0
23,0,5,0,0,1,0,0,0,0,4.089,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.236,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.616,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.572,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.69,0,0,0,0
24,0,4,0,0,1,0,0,0,0,4.252,1,0,0,0
17,0,4,0,0,1,0,0,0,0,3.617,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.722,0,0,0,0
16,0,4,0,0,1,0,0,0,0,3.75,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.892,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.975,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.577,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.507,0,0,0,0
24,0,4,0,0,1,0,0,0,0,3.887,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.88,0,0,0,0
24,0,5,0,0,1,0,0,0,0,3.939,1,0,0,0
20,0,4,0,0,1,0,0,0,0,3.684,0,0,0,0
14,0,4,0,0,1,0,0,0,0,3.522,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.698,0,0,0,0
18,0,4,0,0,1,0,0,0,0,3.725,0,0,0,0
23,0,5,0,0,1,0,0,0,0,4.056,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.795,0,0,0,0
20,0,5,0,1,1,0,0,0,0,3.822,1,0,0,0
17,0,4,0,0,1,0,0,0,0,3.337,0,0,0,0
13,0,4,0,0,1,0,0,0,0,3.393,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.523,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.607,1,0,0,0
24,0,4,0,0,1,0,0,0,0,3.887,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.522,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.577,0,0,0,0
21,0,4,0,0,1,0,0,0,0,3.559,0,0,0,0
20,0,4,0,0,1,0,0,0,0,3.822,0,0,0,0
19,0,4,0,0,1,0,0,0,0,3.682,0,0,0,0
23,0,4,0,0,1,0,0,0,0,3.654,0,0,0,0
18,0,5,0,1,1,0,0,0,0,3.572,0,0,0,0
15,0,4,0,0,1,0,0,0,0,3.507,0,0,0,0
25,0,5,0,0,1,0,0,0,0,3.943,0,0,0,0
22,0,4,0,0,1,0,0,0,0,3.754,0,0,0,0
24,0,4,0,0,1,0,0,0,0,3.772,0,0,0,0
